resent_deserve,resent_slavery,resent_try,resent_workway,ofcrec_vp_correct,ofcrec_speaker_correct,ofcrec_cj_correct,knowl_senmaj,knowl_housemaj,gender_respondent_x,sample_region,relig_church,pid_self,paprofile_libcon_self,dem_edugroup_x,ftcasi_black,egal_equal,egal_toofar,egal_bigprob,egal_worryless,egal_notbigprob,egal_fewerprobs,govrole_big,govrole_market,iwrdesc_pre_skintone,knowl_senmaj_f,knowl_housemaj_f,pid_dum_dem,female,south,soph,egal_scale,econ_indiv,resent_deserve_f,resent_slavery_f,resent_try_f,resent_workway_f,resent_deserve_m,resent_try_m,resent_workway_m,resent_slavery_m,soph_cat
2,1,4,2,1,1,0,0,0,1,3,1,1,3,4,90,5,5,5,5,5,5,0,0,-1,Incorrect,Incorrect,1,0,1,0.4,1.25,0,Agree,Agree Strongly,Agree,Disagree,2,4,2,1,Med-Low (0.25-0.5)
2,2,3,4,1,1,1,1,0,1,3,2,3,4,3,85,3,3,3,3,4,3,0,0,-1,Correct,Incorrect,0,0,1,0.8,0.7916666666666666,0,Agree,Agree,Neither,Agree,2,3,4,2,High (0.75-1)
4,3,4,2,1,0,1,0,0,2,4,1,2,6,3,58,3,4,2,3,2,3,0,0,-1,Incorrect,Incorrect,0,1,0,0.4,0.7083333333333334,0,Disagree,Neither,Agree,Disagree,4,4,2,3,Med-Low (0.25-0.5)
3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,50,2,4,5,3,4,2,0,0,-1,Correct,Correct,0,0,1,1,0.8333333333333334,0,Neither,Neither,Neither,Neither,3,3,3,3,High (0.75-1)
2,4,2,4,1,1,1,1,0,1,2,1,1,3,4,60,2,2,2,3,2,2,0,0,-1,Correct,Incorrect,1,0,0,0.8,0.5416666666666666,0,Agree,Disagree,Disagree,Agree,2,2,4,4,High (0.75-1)
3,3,3,4,1,0,0,1,1,2,3,1,1,4,3,75,4,3,3,3,3,2,0,0,-1,Correct,Correct,1,1,1,0.6,0.75,0,Neither,Neither,Neither,Agree,3,3,4,3,Med-High (0.5-0.75)
5,5,5,5,1,0,0,1,1,2,3,2,2,6,1,65,3,2,2,2,2,2,1,1,-1,Correct,Correct,0,1,1,0.6,0.5416666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-High (0.5-0.75)
3,4,2,3,1,1,1,1,1,1,3,1,3,5,4,40,2,2,1,3,2,2,1,1,-1,Correct,Correct,0,0,1,1,0.5,1,Neither,Disagree,Disagree,Neither,3,2,3,4,High (0.75-1)
4,2,3,4,1,1,0,1,1,2,2,2,3,6,2,85,3,2,3,2,3,4,1,1,-1,Correct,Correct,0,1,0,0.8,0.7083333333333334,1,Disagree,Agree,Neither,Agree,4,3,4,2,High (0.75-1)
3,5,3,3,1,1,0,1,0,1,3,1,1,4,3,80,4,3,3,1,3,3,1,0,-1,Correct,Incorrect,1,0,1,0.6,0.7083333333333334,0.5,Neither,Disagree Strongly,Neither,Neither,3,3,3,5,Med-High (0.5-0.75)
5,5,4,5,1,1,1,1,1,1,4,1,2,6,4,15,1,1,1,1,2,3,1,1,-1,Correct,Correct,0,0,0,1,0.375,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,5,4,5,5,High (0.75-1)
4,2,4,4,1,0,1,1,1,1,2,2,3,5,3,55,4,4,3,5,4,4,1,1,-1,Correct,Correct,0,0,0,0.8,1,1,Disagree,Agree,Agree,Agree,4,4,4,2,High (0.75-1)
5,5,5,5,1,0,0,1,0,1,1,1,3,4,2,50,5,1,5,1,2,5,1,1,-1,Correct,Incorrect,0,0,0,0.4,0.7916666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-Low (0.25-0.5)
2,2,5,5,1,1,0,1,0,2,3,1,1,2,1,80,4,2,4,1,1,4,1,0,-1,Correct,Incorrect,1,1,1,0.6,0.6666666666666666,0.5,Agree,Agree,Agree Strongly,Agree Strongly,2,5,5,2,Med-High (0.5-0.75)
2,3,3,4,1,0,0,1,0,1,4,1,1,2,4,100,4,2,4,3,2,4,1,0,-1,Correct,Incorrect,1,0,0,0.4,0.7916666666666666,0.5,Agree,Neither,Neither,Agree,2,3,4,3,Med-Low (0.25-0.5)
3,2,2,3,1,0,1,1,1,1,2,2,3,3,5,50,4,4,4,5,5,4,0,0,-1,Correct,Correct,0,0,0,0.8,1.0833333333333333,0,Neither,Agree,Disagree,Neither,3,2,3,2,High (0.75-1)
4,4,5,5,1,1,1,0,1,1,3,2,1,3,4,60,4,2,3,3,3,3,1,0,-1,Incorrect,Correct,1,0,1,0.8,0.75,0.5,Disagree,Disagree,Agree Strongly,Agree Strongly,4,5,5,4,High (0.75-1)
3,2,3,2,1,1,0,1,1,1,1,2,3,4,3,85,5,3,4,4,4,5,0,0,-1,Correct,Correct,0,0,0,0.8,1.0416666666666667,0,Neither,Agree,Neither,Disagree,3,3,2,2,High (0.75-1)
3,4,1,3,1,0,1,1,1,2,3,1,3,3,5,85,5,4,3,3,3,4,1,0,-1,Correct,Correct,0,1,1,0.8,0.9166666666666666,0.5,Neither,Disagree,Disagree Strongly,Neither,3,1,3,4,High (0.75-1)
4,4,4,4,1,1,0,1,0,1,1,2,3,5,2,30,2,2,2,2,4,2,1,1,-1,Correct,Incorrect,0,0,0,0.6,0.5833333333333334,1,Disagree,Disagree,Agree,Agree,4,4,4,4,Med-High (0.5-0.75)
2,2,1,1,1,1,0,1,1,1,3,1,1,1,5,89,5,5,5,5,5,5,0,0,-1,Correct,Correct,1,0,1,0.8,1.25,0,Agree,Agree,Disagree Strongly,Disagree Strongly,2,1,1,2,High (0.75-1)
5,4,4,5,1,1,1,1,1,1,3,1,2,6,2,15,5,1,1,1,2,3,1,1,-1,Correct,Correct,0,0,1,1,0.5416666666666666,1,Disagree Strongly,Disagree,Agree,Agree Strongly,5,4,5,4,High (0.75-1)
5,4,4,4,1,1,0,1,1,1,4,1,2,6,3,60,2,4,2,2,2,2,1,1,-1,Correct,Correct,0,0,0,0.8,0.5833333333333334,1,Disagree Strongly,Disagree,Agree,Agree,5,4,4,4,High (0.75-1)
5,5,5,5,0,0,0,1,0,2,3,1,2,6,3,100,3,3,3,2,2,3,1,1,-1,Correct,Incorrect,0,1,1,0.2,0.6666666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Low (0-0.25)
4,3,2,4,1,0,0,0,1,1,2,2,3,3,3,50,3,3,4,3,3,4,1,1,-1,Incorrect,Correct,0,0,0,0.4,0.8333333333333334,1,Disagree,Neither,Disagree,Agree,4,2,4,3,Med-Low (0.25-0.5)
2,2,2,3,1,1,1,1,1,2,3,1,1,5,4,85,4,3,4,3,2,4,0,0,-1,Correct,Correct,1,1,1,1,0.8333333333333334,0,Agree,Agree,Disagree,Neither,2,2,3,2,High (0.75-1)
3,2,2,2,1,1,1,1,1,1,4,2,1,3,5,70,5,5,4,4,4,4,0,0,-1,Correct,Correct,1,0,0,1,1.0833333333333333,0,Neither,Agree,Disagree,Disagree,3,2,2,2,High (0.75-1)
5,5,5,5,1,1,1,1,1,2,3,1,3,6,2,60,1,1,2,1,1,1,0,1,-1,Correct,Correct,0,1,1,1,0.2916666666666667,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,High (0.75-1)
3,4,4,4,1,1,0,0,1,2,4,2,1,4,3,50,3,3,2,3,4,3,1,1,-1,Incorrect,Correct,1,1,0,0.6,0.75,1,Neither,Disagree,Agree,Agree,3,4,4,4,Med-High (0.5-0.75)
2,2,4,4,1,0,0,0,1,2,1,1,2,1,3,15,4,3,3,4,2,4,0,1,-1,Incorrect,Correct,0,1,0,0.4,0.8333333333333334,0.5,Agree,Agree,Agree,Agree,2,4,4,2,Med-Low (0.25-0.5)
4,2,3,4,1,1,1,1,1,2,1,1,2,4,4,70,4,3,2,2,2,2,1,1,-1,Correct,Correct,0,1,0,1,0.625,1,Disagree,Agree,Neither,Agree,4,3,4,2,High (0.75-1)
5,5,3,5,1,1,1,1,1,1,2,1,3,5,5,60,3,1,3,1,2,2,1,1,-1,Correct,Correct,0,0,0,1,0.5,1,Disagree Strongly,Disagree Strongly,Neither,Agree Strongly,5,3,5,5,High (0.75-1)
5,5,5,5,1,0,0,1,1,1,4,2,3,4,2,40,5,2,5,2,2,5,1,0,-1,Correct,Correct,0,0,0,0.6,0.875,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-High (0.5-0.75)
4,5,4,5,1,0,0,1,0,2,1,2,1,4,3,85,5,3,4,5,5,5,0,0,-1,Correct,Incorrect,1,1,0,0.4,1.125,0,Disagree,Disagree Strongly,Agree,Agree Strongly,4,4,5,5,Med-Low (0.25-0.5)
4,2,2,2,1,1,1,1,1,1,2,1,3,4,5,50,5,4,4,4,4,3,1,0,-1,Correct,Correct,0,0,0,1,1,0.5,Disagree,Agree,Disagree,Disagree,4,2,2,2,High (0.75-1)
5,5,2,5,1,0,0,0,1,2,4,1,1,3,3,70,5,1,2,5,5,5,1,0,-1,Incorrect,Correct,1,1,0,0.4,0.9583333333333334,0.5,Disagree Strongly,Disagree Strongly,Disagree,Agree Strongly,5,2,5,5,Med-Low (0.25-0.5)
2,2,1,2,1,1,1,1,1,2,3,1,3,5,4,70,4,2,2,3,5,4,1,1,-1,Correct,Correct,0,1,1,1,0.8333333333333334,1,Agree,Agree,Disagree Strongly,Disagree,2,1,2,2,High (0.75-1)
3,5,4,4,1,1,0,1,1,1,4,2,2,6,5,50,3,1,1,1,3,1,1,1,-1,Correct,Correct,0,0,0,0.8,0.4166666666666667,1,Neither,Disagree Strongly,Agree,Agree,3,4,4,5,High (0.75-1)
3,4,3,3,1,0,0,0,1,1,4,2,1,2,2,50,3,3,1,4,3,3,1,0,-1,Incorrect,Correct,1,0,0,0.4,0.7083333333333334,0.5,Neither,Disagree,Neither,Neither,3,3,3,4,Med-Low (0.25-0.5)
5,4,5,5,1,1,1,1,1,1,3,1,3,6,3,40,3,3,1,3,3,3,1,1,-1,Correct,Correct,0,0,1,1,0.6666666666666666,1,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,5,5,5,4,High (0.75-1)
2,2,2,3,1,1,0,1,1,2,3,2,3,2,4,70,4,4,4,4,5,4,0,0,-1,Correct,Correct,0,1,1,0.8,1.0416666666666667,0,Agree,Agree,Disagree,Neither,2,2,3,2,High (0.75-1)
4,4,2,4,1,1,0,0,0,1,2,2,2,6,3,95,4,2,4,3,2,4,1,1,-1,Incorrect,Incorrect,0,0,0,0.4,0.7916666666666666,1,Disagree,Disagree,Disagree,Agree,4,2,4,4,Med-Low (0.25-0.5)
5,5,4,5,0,1,0,1,1,2,4,2,1,4,2,70,5,1,4,2,2,3,1,0,-1,Correct,Correct,1,1,0,0.6,0.7083333333333334,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,5,4,5,5,Med-High (0.5-0.75)
2,4,2,2,1,1,1,1,1,1,1,2,3,4,5,70,4,4,2,5,5,4,1,0,-1,Correct,Correct,0,0,0,1,1,0.5,Agree,Disagree,Disagree,Disagree,2,2,2,4,High (0.75-1)
3,4,3,5,1,1,1,1,1,1,2,2,3,5,2,50,4,3,2,3,3,2,1,1,-1,Correct,Correct,0,0,0,1,0.7083333333333334,1,Neither,Disagree,Neither,Agree Strongly,3,3,5,4,High (0.75-1)
3,2,4,4,1,1,1,1,1,1,1,2,1,3,5,50,5,3,2,5,5,4,0,0,-1,Correct,Correct,1,0,0,1,1,0,Neither,Agree,Agree,Agree,3,4,4,2,High (0.75-1)
5,5,5,5,1,1,0,1,1,1,4,2,3,6,4,50,4,3,2,3,3,4,1,1,-1,Correct,Correct,0,0,0,0.8,0.7916666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,High (0.75-1)
4,2,5,3,1,0,0,0,1,2,4,2,1,2,3,85,5,3,4,5,5,4,0,0,-1,Incorrect,Correct,1,1,0,0.4,1.0833333333333333,0,Disagree,Agree,Agree Strongly,Neither,4,5,3,2,Med-Low (0.25-0.5)
2,3,2,3,1,1,1,1,1,2,3,1,1,3,3,95,5,2,5,3,2,5,1,0,-1,Correct,Correct,1,1,1,1,0.9166666666666666,0.5,Agree,Neither,Disagree,Neither,2,2,3,3,High (0.75-1)
4,4,3,3,1,1,0,1,1,2,4,2,1,2,3,100,5,5,5,5,5,4,1,1,-1,Correct,Correct,1,1,0,0.8,1.2083333333333333,1,Disagree,Disagree,Neither,Neither,4,3,3,4,High (0.75-1)
2,2,3,4,1,1,1,0,1,2,4,2,1,4,3,85,4,2,3,3,3,4,0,0,-1,Incorrect,Correct,1,1,0,0.8,0.7916666666666666,0,Agree,Agree,Neither,Agree,2,3,4,2,High (0.75-1)
5,4,4,5,1,1,0,1,1,1,1,2,2,6,4,40,4,2,1,3,3,1,1,1,-1,Correct,Correct,0,0,0,0.8,0.5833333333333334,1,Disagree Strongly,Disagree,Agree,Agree Strongly,5,4,5,4,High (0.75-1)
4,4,3,4,1,0,0,1,1,1,2,1,2,6,4,85,2,2,2,2,4,2,1,1,-1,Correct,Correct,0,0,0,0.6,0.5833333333333334,1,Disagree,Disagree,Neither,Agree,4,3,4,4,Med-High (0.5-0.75)
4,2,2,4,1,1,1,1,0,2,3,1,3,6,2,95,5,5,5,5,4,4,1,1,-1,Correct,Incorrect,0,1,1,0.8,1.1666666666666667,1,Disagree,Agree,Disagree,Agree,4,2,4,2,High (0.75-1)
5,5,5,5,1,0,0,1,0,2,3,1,3,4,3,100,4,4,4,2,3,2,1,0,-1,Correct,Incorrect,0,1,1,0.4,0.7916666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-Low (0.25-0.5)
5,5,5,5,1,0,0,1,1,1,3,2,2,6,2,40,3,1,2,1,1,2,1,1,-1,Correct,Correct,0,0,1,0.6,0.4166666666666667,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-High (0.5-0.75)
5,5,5,5,1,0,0,0,0,1,3,2,3,2,3,85,4,1,4,3,2,4,1,1,-1,Incorrect,Incorrect,0,0,1,0.2,0.75,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Low (0-0.25)
4,2,3,3,1,1,1,1,1,1,3,1,1,2,3,60,5,2,3,4,3,5,1,0,-1,Correct,Correct,1,0,1,1,0.9166666666666666,0.5,Disagree,Agree,Neither,Neither,4,3,3,2,High (0.75-1)
5,5,4,4,1,0,0,0,1,2,3,1,1,2,5,100,5,5,4,4,5,4,0,0,-1,Incorrect,Correct,1,1,1,0.4,1.125,0,Disagree Strongly,Disagree Strongly,Agree,Agree,5,4,4,5,Med-Low (0.25-0.5)
5,4,5,5,1,1,1,1,1,2,3,1,2,6,4,50,1,1,1,1,2,2,1,0,-1,Correct,Correct,0,1,1,1,0.3333333333333333,0.5,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,5,5,5,4,High (0.75-1)
4,4,4,5,1,1,0,1,1,2,3,2,2,5,2,85,3,2,2,3,2,3,1,0,-1,Correct,Correct,0,1,1,0.8,0.625,0.5,Disagree,Disagree,Agree,Agree Strongly,4,4,5,4,High (0.75-1)
4,4,3,5,1,1,0,1,1,1,2,2,2,4,3,85,3,3,2,2,2,4,1,1,-1,Correct,Correct,0,0,0,0.8,0.6666666666666666,1,Disagree,Disagree,Neither,Agree Strongly,4,3,5,4,High (0.75-1)
3,3,3,4,1,0,1,0,1,2,1,1,1,4,3,50,4,3,4,4,4,3,0,0,-1,Incorrect,Correct,1,1,0,0.6,0.9166666666666666,0,Neither,Neither,Neither,Agree,3,3,4,3,Med-High (0.5-0.75)
2,2,3,2,1,1,1,1,1,1,3,1,1,4,3,70,5,5,4,4,4,5,0,0,-1,Correct,Correct,1,0,1,1,1.125,0,Agree,Agree,Neither,Disagree,2,3,2,2,High (0.75-1)
2,2,2,2,1,0,1,0,1,1,3,1,1,3,4,85,4,4,4,2,4,4,0,0,-1,Incorrect,Correct,1,0,1,0.6,0.9166666666666666,0,Agree,Agree,Disagree,Disagree,2,2,2,2,Med-High (0.5-0.75)
2,3,4,4,1,0,0,0,1,1,2,1,2,4,3,60,4,3,4,3,4,4,1,0,-1,Incorrect,Correct,0,0,0,0.4,0.9166666666666666,0.5,Agree,Neither,Agree,Agree,2,4,4,3,Med-Low (0.25-0.5)
5,5,4,5,1,1,1,1,1,1,4,1,3,5,3,50,2,2,4,3,3,2,1,0,-1,Correct,Correct,0,0,0,1,0.6666666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,5,4,5,5,High (0.75-1)
4,4,4,4,1,0,0,0,1,2,3,1,1,2,4,60,5,2,4,4,4,4,0,0,-1,Incorrect,Correct,1,1,1,0.4,0.9583333333333334,0,Disagree,Disagree,Agree,Agree,4,4,4,4,Med-Low (0.25-0.5)
4,2,4,2,1,0,1,1,1,1,4,2,1,5,3,50,5,4,2,3,4,2,0,0,-1,Correct,Correct,1,0,0,0.8,0.8333333333333334,0,Disagree,Agree,Agree,Disagree,4,4,2,2,High (0.75-1)
4,4,5,5,1,1,0,1,1,1,1,1,3,6,3,40,1,1,2,1,1,1,1,1,-1,Correct,Correct,0,0,0,0.8,0.2916666666666667,1,Disagree,Disagree,Agree Strongly,Agree Strongly,4,5,5,4,High (0.75-1)
2,4,3,5,1,0,0,1,1,2,2,1,2,4,2,70,5,3,5,1,3,5,0,0,-1,Correct,Correct,0,1,0,0.6,0.9166666666666666,0,Agree,Disagree,Neither,Agree Strongly,2,3,5,4,Med-High (0.5-0.75)
5,5,4,5,1,0,0,1,1,1,3,1,3,4,3,100,4,2,3,2,4,2,1,0,-1,Correct,Correct,0,0,1,0.6,0.7083333333333334,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,5,4,5,5,Med-High (0.5-0.75)
4,2,4,5,1,1,1,1,1,1,3,1,1,2,4,90,4,4,2,4,2,4,0,1,-1,Correct,Correct,1,0,1,1,0.8333333333333334,0.5,Disagree,Agree,Agree,Agree Strongly,4,4,5,2,High (0.75-1)
4,3,2,3,1,1,0,1,1,2,3,1,1,4,3,60,5,3,2,4,3,3,0,0,-1,Correct,Correct,1,1,1,0.8,0.8333333333333334,0,Disagree,Neither,Disagree,Neither,4,2,3,3,High (0.75-1)
4,2,4,4,1,1,1,1,1,1,1,2,3,6,2,50,5,3,1,3,4,3,1,1,-1,Correct,Correct,0,0,0,1,0.7916666666666666,1,Disagree,Agree,Agree,Agree,4,4,4,2,High (0.75-1)
2,2,1,2,1,1,1,0,1,1,4,1,1,4,5,100,5,5,5,5,5,5,0,0,-1,Incorrect,Correct,1,0,0,0.8,1.25,0,Agree,Agree,Disagree Strongly,Disagree,2,1,2,2,High (0.75-1)
2,2,4,4,1,0,1,0,1,2,1,2,1,2,3,90,5,4,3,3,4,4,0,0,-1,Incorrect,Correct,1,1,0,0.6,0.9583333333333334,0,Agree,Agree,Agree,Agree,2,4,4,2,Med-High (0.5-0.75)
3,1,2,4,1,1,1,0,1,2,1,2,1,5,1,70,4,5,3,2,2,3,0,0,-1,Incorrect,Correct,1,1,0,0.8,0.7916666666666666,0,Neither,Agree Strongly,Disagree,Agree,3,2,4,1,High (0.75-1)
5,5,2,4,1,1,0,0,0,1,3,1,2,6,3,70,4,1,1,2,2,1,1,1,-1,Incorrect,Incorrect,0,0,1,0.4,0.4583333333333333,1,Disagree Strongly,Disagree Strongly,Disagree,Agree,5,2,4,5,Med-Low (0.25-0.5)
5,5,1,3,1,1,0,0,1,1,3,1,1,6,1,100,5,3,3,3,1,5,0,0,-1,Incorrect,Correct,1,0,1,0.6,0.8333333333333334,0,Disagree Strongly,Disagree Strongly,Disagree Strongly,Neither,5,1,3,5,Med-High (0.5-0.75)
3,3,3,4,1,1,1,1,1,2,1,1,2,5,4,50,4,3,2,3,3,2,1,0,-1,Correct,Correct,0,1,0,1,0.7083333333333334,0.5,Neither,Neither,Neither,Agree,3,3,4,3,High (0.75-1)
2,4,4,5,1,1,0,0,0,1,1,2,3,4,2,55,5,1,3,1,3,3,1,1,-1,Incorrect,Incorrect,0,0,0,0.4,0.6666666666666666,1,Agree,Disagree,Agree,Agree Strongly,2,4,5,4,Med-Low (0.25-0.5)
5,4,5,5,1,0,0,1,1,1,3,2,2,4,2,49,3,3,3,3,3,3,1,1,-1,Correct,Correct,0,0,1,0.6,0.75,1,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,5,5,5,4,Med-High (0.5-0.75)
3,3,3,4,1,1,1,1,1,1,2,1,2,7,3,40,3,1,1,1,1,2,1,1,-1,Correct,Correct,0,0,0,1,0.375,1,Neither,Neither,Neither,Agree,3,3,4,3,High (0.75-1)
5,5,4,5,1,0,1,1,1,1,2,2,3,4,3,60,4,2,2,1,2,2,1,0,-1,Correct,Correct,0,0,0,0.8,0.5416666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,5,4,5,5,High (0.75-1)
2,2,2,1,1,0,1,0,0,2,3,1,1,3,3,100,5,4,3,3,5,5,0,0,-1,Incorrect,Incorrect,1,1,1,0.4,1.0416666666666667,0,Agree,Agree,Disagree,Disagree Strongly,2,2,1,2,Med-Low (0.25-0.5)
3,3,3,3,0,0,0,0,1,2,2,2,1,4,2,100,3,5,5,4,3,5,1,0,-1,Incorrect,Correct,1,1,0,0.2,1.0416666666666667,0.5,Neither,Neither,Neither,Neither,3,3,3,3,Low (0-0.25)
5,4,1,5,1,0,1,1,1,1,3,1,2,7,4,10,1,2,5,1,2,2,1,1,-1,Correct,Correct,0,0,1,0.8,0.5416666666666666,1,Disagree Strongly,Disagree,Disagree Strongly,Agree Strongly,5,1,5,4,High (0.75-1)
5,5,5,3,1,1,0,0,1,1,4,2,3,4,3,50,5,3,1,3,3,5,1,1,-1,Incorrect,Correct,0,0,0,0.6,0.8333333333333334,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Neither,5,5,3,5,Med-High (0.5-0.75)
3,4,4,5,1,0,0,1,1,1,2,1,2,6,1,50,5,2,4,3,2,4,1,1,-1,Correct,Correct,0,0,0,0.6,0.8333333333333334,1,Neither,Disagree,Agree,Agree Strongly,3,4,5,4,Med-High (0.5-0.75)
3,2,2,3,1,1,0,1,1,2,2,2,1,2,5,90,5,5,3,4,4,5,0,0,-1,Correct,Correct,1,1,0,0.8,1.0833333333333333,0,Neither,Agree,Disagree,Neither,3,2,3,2,High (0.75-1)
1,1,1,5,1,1,0,1,0,1,2,1,1,6,3,70,5,5,5,5,5,5,0,0,-1,Correct,Incorrect,1,0,0,0.6,1.25,0,Agree Strongly,Agree Strongly,Disagree Strongly,Agree Strongly,1,1,5,1,Med-High (0.5-0.75)
2,1,2,2,1,1,0,1,1,1,3,1,1,4,3,80,5,5,5,4,5,4,0,0,-1,Correct,Correct,1,0,1,0.8,1.1666666666666667,0,Agree,Agree Strongly,Disagree,Disagree,2,2,2,1,High (0.75-1)
3,4,3,4,1,0,1,1,1,1,2,2,3,1,4,50,4,3,2,2,2,3,1,0,-1,Correct,Correct,0,0,0,0.8,0.6666666666666666,0.5,Neither,Disagree,Neither,Agree,3,3,4,4,High (0.75-1)
4,4,3,3,1,1,0,1,1,1,3,1,3,6,4,50,3,3,2,2,3,3,1,1,-1,Correct,Correct,0,0,1,0.8,0.6666666666666666,1,Disagree,Disagree,Neither,Neither,4,3,3,4,High (0.75-1)
5,4,5,5,1,0,0,1,0,1,3,1,2,5,2,50,4,3,2,2,2,2,1,1,-1,Correct,Incorrect,0,0,1,0.4,0.625,1,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,5,5,5,4,Med-Low (0.25-0.5)
3,3,3,3,1,1,1,1,1,1,3,1,1,2,3,70,5,5,5,3,4,5,0,0,-1,Correct,Correct,1,0,1,1,1.125,0,Neither,Neither,Neither,Neither,3,3,3,3,High (0.75-1)
5,4,4,5,1,1,0,0,1,1,3,2,2,4,3,60,3,2,4,2,4,4,1,0,-1,Incorrect,Correct,0,0,1,0.6,0.7916666666666666,0.5,Disagree Strongly,Disagree,Agree,Agree Strongly,5,4,5,4,Med-High (0.5-0.75)
3,3,3,3,1,0,0,1,1,2,2,1,1,4,3,100,3,3,3,3,3,3,1,0,-1,Correct,Correct,1,1,0,0.6,0.75,0.5,Neither,Neither,Neither,Neither,3,3,3,3,Med-High (0.5-0.75)
2,2,1,2,1,1,1,1,1,1,3,1,1,4,4,70,4,4,4,4,4,4,0,0,-1,Correct,Correct,1,0,1,1,1,0,Agree,Agree,Disagree Strongly,Disagree,2,1,2,2,High (0.75-1)
5,4,5,5,1,0,1,0,0,1,3,2,2,5,3,40,4,3,2,2,3,4,1,1,-1,Incorrect,Incorrect,0,0,1,0.4,0.75,1,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,5,5,5,4,Med-Low (0.25-0.5)
3,2,4,3,1,1,1,1,1,1,4,1,1,3,4,75,4,4,4,3,4,4,1,0,-1,Correct,Correct,1,0,0,1,0.9583333333333334,0.5,Neither,Agree,Agree,Neither,3,4,3,2,High (0.75-1)
4,2,4,5,1,1,1,1,1,1,2,1,1,4,2,60,5,4,1,5,5,3,1,0,-1,Correct,Correct,1,0,0,1,0.9583333333333334,0.5,Disagree,Agree,Agree,Agree Strongly,4,4,5,2,High (0.75-1)
3,4,4,4,1,0,0,1,1,1,3,2,3,4,3,50,3,1,3,3,3,3,1,0,-1,Correct,Correct,0,0,1,0.6,0.6666666666666666,0.5,Neither,Disagree,Agree,Agree,3,4,4,4,Med-High (0.5-0.75)
2,2,5,5,0,0,0,0,1,1,3,1,1,5,1,100,5,2,2,2,4,4,1,0,-1,Incorrect,Correct,1,0,1,0.2,0.7916666666666666,0.5,Agree,Agree,Agree Strongly,Agree Strongly,2,5,5,2,Low (0-0.25)
5,5,5,5,1,0,0,1,1,2,3,1,2,6,3,60,3,1,1,1,1,1,1,1,-1,Correct,Correct,0,1,1,0.6,0.3333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-High (0.5-0.75)
2,2,2,2,1,1,1,0,1,2,3,1,1,2,5,100,5,1,5,5,5,4,0,0,-1,Incorrect,Correct,1,1,1,0.8,1.0416666666666667,0,Agree,Agree,Disagree,Disagree,2,2,2,2,High (0.75-1)
4,4,4,4,1,0,0,0,0,1,3,1,3,4,2,50,4,3,3,2,4,5,1,1,-1,Incorrect,Incorrect,0,0,1,0.2,0.875,1,Disagree,Disagree,Agree,Agree,4,4,4,4,Low (0-0.25)
4,1,2,2,1,1,0,0,1,1,3,2,3,4,4,75,5,4,4,4,5,5,0,0,-1,Incorrect,Correct,0,0,1,0.6,1.125,0,Disagree,Agree Strongly,Disagree,Disagree,4,2,2,1,Med-High (0.5-0.75)
2,4,5,4,1,0,0,0,1,2,1,1,1,4,3,50,5,1,5,4,5,5,0,0,-1,Incorrect,Correct,1,1,0,0.4,1.0416666666666667,0,Agree,Disagree,Agree Strongly,Agree,2,5,4,4,Med-Low (0.25-0.5)
5,5,5,5,1,1,1,0,0,2,2,1,2,5,2,60,4,2,3,2,2,3,0,0,-1,Incorrect,Incorrect,0,1,0,0.6,0.6666666666666666,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,5,5,5,5,Med-High (0.5-0.75)
1,1,1,1,1,1,1,1,1,1,3,1,3,1,4,70,5,5,4,4,5,4,0,0,-1,Correct,Correct,0,0,1,1,1.125,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Strongly,1,1,1,1,High (0.75-1)
